text,Autism_Diagnosis
I'm okay with last-minute changes. different textures don't bother me. my colleague says this is normal.,0
I prefer sticking to my routines.,1
Concerts and parties are fun. different textures don't bother me. group sing size appear under.,0
Eye contact feels natural. i'm working on this.,0
I prefer sticking to my routines. i'm working on this.,1
Group settings make me anxious. my colleague says this is normal.,1
I adapt well to new situations. eye contact feels natural. my friend says this is normal.,1
Changes to my schedule upset me. group settings make me anxious. i've noticed this for a while.,1
Different textures don't bother me. meetin' new people excites me. it depends on my mood.,0
Different textures don't bother me. eye contact feels natural. fact enjoy knowledge give sound sea trial.,1
Group settings make me anxious. people say i'm very literal. conversations can be confusing. i've noticed this for a while.,1
I like trying new restaurants... concerts and parties are fun... because account any...,0
I'm okay with last-minute changes. i like trying new restaurants. my family member says this is normal.,0
Different textures don't bother me. different textures don't bother me. decide test eight.,0
Conversations can be confusing. changes to my schedule upset me. i'm working on this.,1
Concerts and parties are fun. i'm working on this.,1
I'm flexible with my schedule... i'm working on this...,0
People say i'm very literal. i like knowing what to expect.,1
I like trying new restaurants. i'm working on this.,0
I sometimes miss social cues. i'm working on this.,1
I'm okay with last-minute changes. my family member says this is normal.,1
I adapt well to new situations.,0
Meeting new people excites me.,1
Concerts and parties are fun. different textures don't bother me. i'm working on this.,0
Concerts and parties are fun. it depends on my mood.,0
I adapt well to new situations. i've noticed this for a while.,1
I enjoy socializing with people. i'm working on this.,0
I prefer sticking to my routines. i don't always read facial expressions well.,1
I adapt well to new situations. eye contact feels natural. my colleague says this is normal.,1
Loud noises bother me. my colleague says this is normal.,1
Bright lights can be painful. them baby act ball.,1
Eye contact feels natural.,0
Group settings make me anxious. i like knowin' what to expect. it depends on my mood.,0
People say i'm very literal. my family member says this is normal.,0
People say i'm very literal. strong smells sometimes make me nauseous. i've noticed this for a while.,0
I enjoy socializing with people. i usually understand sarcasm. i've noticed this for a while.,0
Meeting new people excites me. my colleague says this is normal.,0
I'm flexible with my schedule.,1
I prefer sticking to my routines. my colleague says this is normal.,1
I adapt well to new situations. my family member says this is normal.,0
Bright lights can be painful. i don't always read facial expressions well. my family member says this is normal.,1
I enjoy socializing with people.,0
Loud noises bother me. group settings make me anxious. my family member says this is normal.,0
Certain sounds really irritate me. conversations can be confusing. i like knowing what to expect. it depends on my mood.,1
Concerts and parties are fun... i'm working on this...,0
Conversations can be confusing.,0
Meeting new people excites me. i usually understand sarcasm.,0
I enjoy socializing with people. meeting new people excites me. i've noticed this for a while.,0
Making friends feels challenging sometimes. i've noticed this for a while.,1
I'm okay with last-minute changes. i'm okay with last-minute changes. i've noticed this for a while.,0
I don't always read facial expressions well. strong smells sometimes make me nauseous. i'm working on this.,0
Eye contact feels natural. i've noticed this for a while.,0
Concerts and parties are fun. i'm okay with last-minute changes. i'm working on this.,0
Certain sounds really irritate me. i've noticed this for a while.,1
People say i'm very literal. group settings make me anxious. people say i'm very literal. i've noticed this for a while.,1
Eye contact feels natural. it depends on my mood.,0
Group settings make me anxious. i like knowing what to expect. people say i'm very literal.,1
Strong smells sometimes make me nauseous. certain sounds really irritate me. conversations can be confusing. i've noticed this for a while.,1
I'm flexible with my schedule. i'm okay with last-minute changes. i'm working on this.,0
I'm flexible with my schedule. i've noticed this for a while.,0
Different textures don't bother me. i'm flexible with my schedule. i'm working on this.,0
People say i'm very literal... some clothing textures feel uncomfortable...,1
I'm flexible with my schedule. eye contact feels natural.,0
I organize my things carefully. group settings make me anxious. i eat similar foods regularly. it depends on my mood.,1
I'm flexible with my schedule... i'm working on this...,1
I often struggle with eye contact. i sometimes don't get jokes right away. i don't always read facial expressions well. my friend says this is normal.,1
